custom_id,full_name,email,password,role,department,phone,class
24DCE035,dce035,24dce035@gmail.com,$2a$10$yh.SysQERZnQJWc2/X4es.42MdKFOTwGryd4m5.yXOdbUutPlfs8K,Student,Computer Engineering,1234567920,4CE1
24DCE037,dce037,24dce037@gmail.com,$2a$10$WptW5VMCjMAfo/QKG39fnef3xRAlhRjNJ9HqMvb2YrGWx/UAUStZe,Student,Computer Engineering,1234567922,4CE1
24DCE038,dce038,24dce038@gmail.com,$2a$10$Q/kaqZqs1pvB2p1Ib2kxLexw9r8ZDtVv0FdWmRdFk2O1xbFtBLxS.,Student,Computer Engineering,1234567923,4CE1
24DCE039,dce039,24dce039@gmail.com,$2a$10$ZkyFWswJfPuDG9OMxlFDyOG6zuU.wW9ksY6U4EjMlOwJbHBvTCkeK,Student,Computer Engineering,1234567924,4CE1
24DCE040,dce040,24dce040@gmail.com,$2a$10$elbOYX2uTRX55ZRRNETE8urS42Wm.Ce2Ph3WY/Btiwptbr3gu8G.q,Student,Computer Engineering,1234567925,4CE1
24DCE041,dce041,24dce041@gmail.com,$2a$10$DCHQsgQaMnzlozC7nR2ume2mxSvRqvKEsLQNWy8b3mhiid4LaAITq,Student,Computer Engineering,1234567926,4CE1
24DCE042,dce042,24dce042@gmail.com,$2a$10$G87a1bq6uecJpw.bHIXFX.Ji.cYPq0a.S.dxqsBaKj/W6iPMJHQ4.,Student,Computer Engineering,1234567927,4CE1
24DCE043,dce043,24dce043@gmail.com,$2a$10$73vlbDgz2liKtD/jOamhrOrGV4X2vBQ2FCE2LfX2qOH8X9b0cwRbe,Student,Computer Engineering,1234567928,4CE1
24DCE044,dce044,24dce044@gmail.com,$2a$10$yWwLd6H42iBBLdmUHJlNmurfO7XjA4kOTpQFgclNzocQLsQZlkSU.,Student,Computer Engineering,1234567929,4CE1
24DCE045,dce045,24dce045@gmail.com,$2a$10$s8Gw7UxTUVPht9oTe1JTQuPbyXtlOm5kqu95sWShqiSM.0UM6iBx6,Student,Computer Engineering,1234567930,4CE1
24DCE046,dce046,24dce046@gmail.com,$2a$10$KPwcmNfT7NPMEtL1N2eHQepz4wahTUdCo0G7PoMf50jXApvxFMoaa,Student,Computer Engineering,1234567931,4CE1
24DCE047,dce047,24dce047@gmail.com,$2a$10$2XwAA1Ds1aE6o7ltKKQDEOWBobhxqNEMqfxGcupsexhT0BytU/0IS,Student,Computer Engineering,1234567932,4CE1
24DCE048,dce048,24dce048@gmail.com,$2a$10$BRxpmy4VTrarOJRQH36p4.wja6vX2YgBxESKHuMe7El55LCXK4oMK,Student,Computer Engineering,1234567933,4CE1
24DCE049,dce049,24dce049@gmail.com,$2a$10$KgiS/mdjJ/hFTqSpKoVhLOXQnp8FeIQT.k4RqIbgQF8eBddrz0I8K,Student,Computer Engineering,1234567934,4CE1
24DCE050,dce050,24dce050@gmail.com,$2a$10$ZijSiyrculBKUUSst.Q42eMsKWTQO2Al18WE2T.b.4gqbvI9OHCVu,Student,Computer Engineering,1234567935,4CE1
24DCE051,dce051,24dce051@gmail.com,$2a$10$0YUXAqYYFlrHtARlmFIWKu/z5i2I2WgDjErWpD1mUZBH3LQoE9H0m,Student,Computer Engineering,1234567936,4CE1
24DCE052,dce052,24dce052@gmail.com,$2a$10$oMvg5wVtaQHMk9CzLia/y.G/Dbf7hJ2jaflSbiCm8pvs4UL5k4sOm,Student,Computer Engineering,1234567937,4CE1
24DCE053,dce053,24dce053@gmail.com,$2a$10$kKqXz8SlDGRW38AdNJzTDuycjH/oMCoK69gXbEJcBLgiyiaiFrDBy,Student,Computer Engineering,1234567938,4CE1
24DCE054,dce054,24dce054@gmail.com,$2a$10$NQ0..8pwbO6wWM3qRUaGkeck8YWZbXJ9qh1zO09jfg94R3vbKgolG,Student,Computer Engineering,1234567939,4CE1
24DCE055,dce055,24dce055@gmail.com,$2a$10$ZkoZrC5zmjIZddvQaJiVbeDux2BmySLufppMchfryw4G98CuS6iFK,Student,Computer Engineering,1234567940,4CE1
24DCE056,dce056,24dce056@gmail.com,$2a$10$aX.JPoLEL4Rbak9NPoNd3eTTAQa5wmFjWKfbq0oNjQv18C3oZKLJi,Student,Computer Engineering,1234567941,4CE1
24DCE057,dce057,24dce057@gmail.com,$2a$10$.ZL.8AOrM5ea3ok4ksmtp.LhN78pY92bilHGN1HjFDdExP6LmS.Xy,Student,Computer Engineering,1234567942,4CE1
24DCE058,dce058,24dce058@gmail.com,$2a$10$DVNABr8C1GU1eI/PfWQiA.aiOMB6KVkVGcbOMiUNnSxpwRJvGBa76,Student,Computer Engineering,1234567943,4CE1
24DCE059,dce059,24dce059@gmail.com,$2a$10$.CgjsZ4vXPZ2SQ4xDSHQrudgR2vee/tjOS3yC7xG9awTW3fVBkpg6,Student,Computer Engineering,1234567944,4CE1
24DCE060,dce060,24dce060@gmail.com,$2a$10$L1P9dycgK5Ftugj3I5WIYecgrr3x7kEKbCm5lClAWyZA7KoWWBlny,Student,Computer Engineering,1234567945,4CE1
24DCE061,dce061,24dce061@gmail.com,$2a$10$0mVbn9XF0Zkn/twmRpQxaOhaAil8KYzNdQtW4oqZBUjVqNPDruh.q,Student,Computer Engineering,1234567946,4CE1
24DCE062,dce062,24dce062@gmail.com,$2a$10$a6UspW0fm0pJzCOteM1eOuGkBaHjh9DPcHmdOHI7G5abczacsCPlW,Student,Computer Engineering,1234567947,4CE1
24DCE063,dce063,24dce063@gmail.com,$2a$10$BXjACRpvb9Vh2nnBpy1L7OdayUzH2fvcNPHVFIfujkRJBC/ZZ3XWy,Student,Computer Engineering,1234567948,4CE1
24DCE064,dce064,24dce064@gmail.com,$2a$10$YhfQgc8DuEJCcQhe6jSwmuMHwE2QqL2IiFTL5pCjiCWv8u415mIde,Student,Computer Engineering,1234567949,4CE1
24DCE065,dce065,24dce065@gmail.com,$2a$10$uYrD0r00zEJ/5XJFf/1EZuV6Vl1hC36BAKt7n7UD1p7pWHDg8o9Pu,Student,Computer Engineering,1234567950,4CE1
24DCE066,dce066,24dce066@gmail.com,$2a$10$SnTqD3auYfKUfjDI853DuOe/Oo6UMNbovagVII2TJOy8PLFeEAgEa,Student,Computer Engineering,1234567951,4CE1
24DCE067,dce067,24dce067@gmail.com,$2a$10$Mzo1rDcso0ExCNJ.J3qvPeAxcxMGrE6fMrBKfLhhqKjPH6Y8GXWBu,Student,Computer Engineering,1234567952,4CE1
24DCE068,dce068,24dce068@gmail.com,$2a$10$MGDk861.DPj9iEHTjIb/Fe2p7ERvXGHN37kiFEA.4018/mbW/z.p6,Student,Computer Engineering,1234567953,4CE1
24DCE069,dce069,24dce069@gmail.com,$2a$10$HgwZZ/hBr4PhuFmDV1rVk.o7dRhxo6Cb3hNAPEoJLM0Qn5/Q/7W3u,Student,Computer Engineering,1234567954,4CE1
24DCE070,dce070,24dce070@gmail.com,$2a$10$cAuvvIK0rOFBTkCyqu/vk.6.c8HhGpxnjVCQ9Ohna2Y0NuXRel.ze,Student,Computer Engineering,1234567955,4CE1
24DCE071,dce071,24dce071@gmail.com,$2a$10$JH09qElzPq7jVaOi.nn8IeP0fKHoSjlNRIuyrfM.4Tch5sLKM/XwO,Student,Computer Engineering,1234567956,4CE1
24DCE072,dce072,24dce072@gmail.com,$2a$10$ELqeCg2Yc.k9zCNQ5Z9FUuZj5pHgj1/9g/QWYMJfl4Xs4ylfuF94i,Student,Computer Engineering,1234567957,4CE1
24DCE073,dce073,24dce073@gmail.com,$2a$10$V/cosYP063izdC/IAzy51OQHlsGz8MQiKSPdJ/iDddWw48ISF/jMi,Student,Computer Engineering,1234567958,4CE1
24DCE074,dce074,24dce074@gmail.com,$2a$10$fvb89N52W0tuSiHjm4GCfefEDjFdovcK.VGCpFckTT2muQMIZCewi,Student,Computer Engineering,1234567959,4CE1
24DCE075,dce075,24dce075@gmail.com,$2a$10$LXdXtr4sZtFKuEzweGnBSuv1.P.nwaPjOb3xlT2euO6YnTelSf5mK,Student,Computer Engineering,1234567960,4CE1
24DCE076,dce076,24dce076@gmail.com,$2a$10$4urEQun4I3cjDSg22yHmzuXp6Fz5KMAHgEiXz7mVuy6QSwF5cg86G,Student,Computer Engineering,1234567961,4CE2
24DCE077,dce077,24dce077@gmail.com,$2a$10$TrnUKwoU8Oco1H1gH/b2v.svBJEdQjE0wsBNT29djhzKM2du.GX/W,Student,Computer Engineering,1234567962,4CE2
24DCE078,dce078,24dce078@gmail.com,$2a$10$dHUxld1KgJ/QD.km6cFZ.u1tprktHISuN0AByEudOb0.r6I.2pXsm,Student,Computer Engineering,1234567963,4CE2
24DCE079,dce079,24dce079@gmail.com,$2a$10$o8nksoLgQSvo/b.WiGq7Puw764I.yVw8bygLCw8k3W.iyqgxBg/yq,Student,Computer Engineering,1234567964,4CE2
24DCE080,dce080,24dce080@gmail.com,$2a$10$utUuYB3RySCgOBLbQWuBRuXfBYdwel8NAkCwCmc95TSZhINl9YO9O,Student,Computer Engineering,1234567965,4CE2
24DCE081,dce081,24dce081@gmail.com,$2a$10$YG32wBGxiz272TD1hBUIZ.m42at2QrNfuu.kYtPVaXxWxcSO4Z9La,Student,Computer Engineering,1234567966,4CE2
24DCE082,dce082,24dce082@gmail.com,$2a$10$av7w7/iYrAGP3UntnLTSFuyvtnTm2JzvAEFBqdSQP/qVmfn1QKNeS,Student,Computer Engineering,1234567967,4CE2
24DCE083,dce083,24dce083@gmail.com,$2a$10$uWeGGALhYM68BSyHBDvkLenOmYAttPhMlK4.Zds/9JXJaGVQrTYg.,Student,Computer Engineering,1234567968,4CE2
24DCE084,dce084,24dce084@gmail.com,$2a$10$gOO1kiWXoLZNIErt/WK6AOFaTf/5VPWYwcgk/I6jDQshfVNxKbYAW,Student,Computer Engineering,1234567969,4CE2
24DCE085,dce085,24dce085@gmail.com,$2a$10$XavLBDCBa/vt3OTfi784iuZf9qKK.wuRmF2qaJqAx.URoWjBrFI0W,Student,Computer Engineering,1234567970,4CE2
24DCE086,dce086,24dce086@gmail.com,$2a$10$aJXZtUqaZ.6L7eeCyeCu2eRl8mqmzxDlnlmSq5vNR.WXu7EqPEho2,Student,Computer Engineering,1234567971,4CE2
24DCE087,dce087,24dce087@gmail.com,$2a$10$zdIKkf5vRtoI7qu0mSyrA.RrASRdCbhdUJPOhMIR9DcvAm011adnK,Student,Computer Engineering,1234567972,4CE2
24DCE088,dce088,24dce088@gmail.com,$2a$10$n/KHMmy/LTNoIy3XRmkDjuyHrdrwl486snjSQB204VLdM.CKmhy3K,Student,Computer Engineering,1234567973,4CE2
24DCE089,dce089,24dce089@gmail.com,$2a$10$kyafIsrVy8pChT0Fktkf3uussuF2NwzuoigHGjeTF/mcxYPLKVrh.,Student,Computer Engineering,1234567974,4CE2
24DCE090,dce090,24dce090@gmail.com,$2a$10$Fj6hba9v8ymJqHS8b/Y8VuPMeVjuz4/XG8Hs2e9dNDNda524v72Nq,Student,Computer Engineering,1234567975,4CE2
24DCE091,dce091,24dce091@gmail.com,$2a$10$Xxs8cKDlSRvWM.hee/2O2OwM6xoaadfHKoGVFPiE2oSMmk72Z0fHi,Student,Computer Engineering,1234567976,4CE2
24DCE092,dce092,24dce092@gmail.com,$2a$10$WUKmLSjz.2m3Pvm1vvqmxeE0LrckOHp.DSVcAOFxp1OcJABBvNUja,Student,Computer Engineering,1234567977,4CE2
24DCE093,dce093,24dce093@gmail.com,$2a$10$uaBhwmtH9l2GrkiFIGKGROTb6U7ckFpV5zHRBX45sJ4Sb5A/D3rWa,Student,Computer Engineering,1234567978,4CE2
24DCE094,dce094,24dce094@gmail.com,$2a$10$oLhVTX3.gY/xcDbtXBaT4OsPtMsJcdACO5RrHpLmSQU.2ScbRm4.q,Student,Computer Engineering,1234567979,4CE2
24DCE095,dce095,24dce095@gmail.com,$2a$10$DRcUnTgw0HlSVUFojfRV/.ENWq3BHg9He9F3tXilUv42IQMzplT8G,Student,Computer Engineering,1234567980,4CE2
24DCE096,dce096,24dce096@gmail.com,$2a$10$SfoCZiRNwDqGoqoo/JhQK.brw0.4H6XL4oLOdvpoar43Wmj/0Rvp.,Student,Computer Engineering,1234567981,4CE2
24DCE097,dce097,24dce097@gmail.com,$2a$10$xkVbgC8BOaeDxiFAca3Wg.P.obigWqCJcLhvE7wRk4V5yEWvrWNt2,Student,Computer Engineering,1234567982,4CE2
24DCE098,dce098,24dce098@gmail.com,$2a$10$NtXLCrYWDMR3NEgaI/990.b8SZAVpZcLbHiVsO1gjdQr8dUUf/wfG,Student,Computer Engineering,1234567983,4CE2
24DCE099,dce099,24dce099@gmail.com,$2a$10$LZbZmTvvZAnQpLhfOIvAVewWwhX3J/tAXXET6O.Q.ejZoBnqocLNi,Student,Computer Engineering,1234567984,4CE2
24DCE100,dce100,24dce100@gmail.com,$2a$10$HyjuuzkncI6uJsR6vIJz4uL5W1Ra4ZMfYNevc1T.ejdt9j7vZ.Ce.,Student,Computer Engineering,1234567985,4CE2
24DCE101,dce101,24dce101@gmail.com,$2a$10$6OcR/GGNf7dwKqP1BGF1KuAqJD2zRIcRJi1D0kdmpMJhlIPaRcL2a,Student,Computer Engineering,1234567986,4CE2
24DCE102,dce102,24dce102@gmail.com,$2a$10$FLfXvAgTCmIVKPpBrRpN0uTC/mhY8ei5tlsSY0EZmBa.soW4LtjH6,Student,Computer Engineering,1234567987,4CE2
24DCE103,dce103,24dce103@gmail.com,$2a$10$itgylDfGnjxMDg6HVzD.E.lD17IEjgb9xD2m30pz4In8FbeT4VThC,Student,Computer Engineering,1234567988,4CE2
24DCE104,dce104,24dce104@gmail.com,$2a$10$vKStDGlT3vEEMS1ONw.a3uglFVe76gdVyIx6vHFiNiJYND5moZ0Bu,Student,Computer Engineering,1234567989,4CE2
24DCE105,dce105,24dce105@gmail.com,$2a$10$6twBzEB0wGW7uXRpWr4juemBi07IoXidvLmB6ySP3j7ZCJATSUABS,Student,Computer Engineering,1234567990,4CE2
24DCE106,dce106,24dce106@gmail.com,$2a$10$XkYtKc0NOWZTU.ZJPDzkV.Bj6MGrDNiM8l14IZNgAv0//KnMsZahe,Student,Computer Engineering,1234567991,4CE2
24DCE107,dce107,24dce107@gmail.com,$2a$10$8uBubuOCOtrUABOGEdO8COWuWxyDyYhYCt2SlWQkGu4RQjYzShZTq,Student,Computer Engineering,1234567992,4CE2
24DCE108,dce108,24dce108@gmail.com,$2a$10$U6qAFecJDn8US8gl8ApgVu/r7z0awMLJde0VEmOhnj5iOLdPwNqlS,Student,Computer Engineering,1234567993,4CE2
24DCE109,dce109,24dce109@gmail.com,$2a$10$QP38TAMVejNIT7lEdXCTBeM7MpKewrWKEFeN.YNkfgbIMVTKEj1t2,Student,Computer Engineering,1234567994,4CE2
24DCE110,dce110,24dce110@gmail.com,$2a$10$O2/buFJ.GXMYyFp1F5l2XOTF6O0AnITukbvM7NhqymWuxqlWOr6fe,Student,Computer Engineering,1234567995,4CE2
24DCE111,dce111,24dce111@gmail.com,$2a$10$Ixx/JedQu98FfcoyctTYQ.HNtqqU8VpmNot6jZNWUdzjfSEikka0O,Student,Computer Engineering,1234567996,4CE2
24DCE112,dce112,24dce112@gmail.com,$2a$10$yQP58ev0Yq.ZFZagJDmfbevdOANZcvk30N26byDVtnHrk4En/HaG2,Student,Computer Engineering,1234567997,4CE2
24DCE113,dce113,24dce113@gmail.com,$2a$10$mU9qCMK8XcocplvhsdG/teXcsFiNtKZb/.Za62A9Ic/cm36kgsuQ6,Student,Computer Engineering,1234567998,4CE2
24DCE114,dce114,24dce114@gmail.com,$2a$10$cvLVJs43rCCj/botb8hR0eoIHPjGubUGr4IgXVW0S0YBDUXQ3gwVK,Student,Computer Engineering,1234567999,4CE2
24DCE115,dce115,24dce115@gmail.com,$2a$10$/9HIu30F1weKUX47tOzfj.jm.VzcylWIX3jZqwVzssrtzqu8DgIf6,Student,Computer Engineering,1234568000,4CE2
24DCE116,dce116,24dce116@gmail.com,$2a$10$RfmIlBud6y2ncaXveM0V8.Loyv/LgTBx8h0InHvU1XixGD.5jUwCi,Student,Computer Engineering,1234568001,4CE2
24DCE117,dce117,24dce117@gmail.com,$2a$10$d1tU0iek/qIBetlTAiGuK.15XwSHagdLmK5W69eTrCmJ9geIrVCgG,Student,Computer Engineering,1234568002,4CE2
24DCE118,dce118,24dce118@gmail.com,$2a$10$Bo6bCpnGogpvw2s70H75G.MU5rvEQs1USLQ84CbbJtydNeNaCWiKC,Student,Computer Engineering,1234568003,4CE2
24DCE119,dce119,24dce119@gmail.com,$2a$10$Owik6YLXUeOfbwwVODOde.1/YyNeNKAWiolnrdRBl2RlGwRl1ceRq,Student,Computer Engineering,1234568004,4CE2
24DCE120,dce120,24dce120@gmail.com,$2a$10$AsjNL4cYf7C7F2DA7rzGqOsBK87MVvfAhGsZYrHgEFaJ5RLtE94H2,Student,Computer Engineering,1234568005,4CE2
24DCE121,dce121,24dce121@gmail.com,$2a$10$r86sSadXbUxz41t5vAKvGu0rVlVGy9tTVp5sFqR6WQVat8tIT4/Se,Student,Computer Engineering,1234568006,4CE2
24DCE122,dce122,24dce122@gmail.com,$2a$10$kHdJC1dzuOsbfIJivrJjR.UxBeaww/zqEOpP7YfSBmWg/wfeGsd2G,Student,Computer Engineering,1234568007,4CE2
24DCE123,dce123,24dce123@gmail.com,$2a$10$PSArfxDLQVc0zYW8IO4/CutGTwQjkFszRs3.637OJoscjPAhaTU4a,Student,Computer Engineering,1234568008,4CE2
24DCE124,dce124,24dce124@gmail.com,$2a$10$PhUlT.GLnBj/fCZFfQnUp.86F3rZL66L5lGs42d64eWj4o.ag5bXy,Student,Computer Engineering,1234568009,4CE2
24DCE125,dce125,24dce125@gmail.com,$2a$10$W9I8Dee7QUOvW4IOe1WzPe856fbUmv3rNycamvysvr6W.EupKXYrq,Student,Computer Engineering,1234568010,4CE2
24DCE126,dce126,24dce126@gmail.com,$2a$10$LD3Y5VMivLzk5KeVsVCCZub0Yl8gIx2KmJxp6KsIXlrIMNH3JS97e,Student,Computer Engineering,1234568011,4CE2
24DCE127,dce127,24dce127@gmail.com,$2a$10$GGI2VTPekCBy9oOiLkIQK.kaUv9coxEPfsAXa3.oSUIDZatueecWW,Student,Computer Engineering,1234568012,4CE2
24DCE128,dce128,24dce128@gmail.com,$2a$10$PegWSepZE0ZlSe0tZMCPwOjQEgQjj1c9lI5pxAA1Awk7O8.zgNava,Student,Computer Engineering,1234568013,4CE2
24DCE129,dce129,24dce129@gmail.com,$2a$10$ogaHul4Uj/j9L.NHYUhWluwHnbLTiVko0sjcSQsfquaiEpRGRUGt.,Student,Computer Engineering,1234568014,4CE2
24DCE130,dce130,24dce130@gmail.com,$2a$10$oxSE7iNKiT0DYmxgHUftiungCgk7KoPSdYaebZM.OFF6ZGiLM0v2K,Student,Computer Engineering,1234568015,4CE2
24DCE131,dce131,24dce131@gmail.com,$2a$10$Jbpz2wTFb4AgKKJyUSdxOuhN11XOtNqbEH95vdpNez4AIZrXrEc1C,Student,Computer Engineering,1234568016,4CE2
24DCE132,dce132,24dce132@gmail.com,$2a$10$VhiRr1N0S1oVcFl5/SseN.dXuZd99.nZSy7lVcGeVmWu1pLDVE9qC,Student,Computer Engineering,1234568017,4CE2
24DCE133,dce133,24dce133@gmail.com,$2a$10$hvV2bTkXTjsJViDl.CmWreIK0WQBsNzxvsuHJdyPn0JeDVOPElyQi,Student,Computer Engineering,1234568018,4CE2
24DCE134,dce134,24dce134@gmail.com,$2a$10$7Ae1h5lV5PagGvt1mkdh3OftVirKkdalCNl7hJBewhep0b9HBJTUG,Student,Computer Engineering,1234568019,4CE2
24DCE135,dce135,24dce135@gmail.com,$2a$10$BdYa6uurF84JB4jTO3mZouM9/BMrFwm6sg/EzAo10oyBRGDjklT.C,Student,Computer Engineering,1234568020,4CE2
24DCE136,dce136,24dce136@gmail.com,$2a$10$EDdmow3Y6t7ldUDDIYzRqO4cN2hAUsy.ptb.lu.B5u1vykGACBMmG,Student,Computer Engineering,1234568021,4CE2
24DCE137,dce137,24dce137@gmail.com,$2a$10$1QxP9.RTnWsiSl1bwT/A9.i25YuXE2ncODfXAEG..6uJ1xj2/lzte,Student,Computer Engineering,1234568022,4CE2
24DCE138,dce138,24dce138@gmail.com,$2a$10$KBwxYcGBeMrJtqXSCPt7w..eNFxzi6KHTZ0ddp.x8kuP.rxjxXEyG,Student,Computer Engineering,1234568023,4CE2
24DCE139,dce139,24dce139@gmail.com,$2a$10$1qdIqpkxWp6yTMW.SrMlgu5WR0H0ulPJTVvbRta.oO.0bMslUbxBa,Student,Computer Engineering,1234568024,4CE2
24DCE140,dce140,24dce140@gmail.com,$2a$10$baSB/kIwcJ33IHcfE65KoOxPplCYT69Hiu8Nj1R3um4jLzlg0FOBW,Student,Computer Engineering,1234568025,4CE2
24DCE141,dce141,24dce141@gmail.com,$2a$10$wmKOLhNfiC.boOrd0fqSluloIgFoKJBFNyBc.7QRnZPkoMO7/1AI2,Student,Computer Engineering,1234568026,4CE2
24DCE142,dce142,24dce142@gmail.com,$2a$10$nKscuVZ5H5rM29nZW.qKluAGG.byHgphEVp0Hef/PgYTgmy5teG..,Student,Computer Engineering,1234568027,4CE2
24DCE143,dce143,24dce143@gmail.com,$2a$10$coLh0heq6c8V0D9UaIS1/.28fbNwuowuMGX.g7o3k181bBPLzfeWe,Student,Computer Engineering,1234568028,4CE2
24DCE144,dce144,24dce144@gmail.com,$2a$10$MgDlcQkgbCxCyRB8FfiqIOIm6sTgMUYewn5EORvN1rF8XedKDptkK,Student,Computer Engineering,1234568029,4CE2
24DCE145,dce145,24dce145@gmail.com,$2a$10$G5txH4cf/WvWsLUXkmutReiQSUaLIH28/VxUlY9wEA5hUfkfr13gC,Student,Computer Engineering,1234568030,4CE2
24DCE146,dce146,24dce146@gmail.com,$2a$10$LMh5gBWkPaZxt3W9uoZX4uOz.MJVC6G4Hbav/QfhmqfDdnxM0pSsm,Student,Computer Engineering,1234568031,4CE2
24DCE147,dce147,24dce147@gmail.com,$2a$10$xmgPKrZ7cIOCx70qkNg2T.1KsfkoEErGNcKmGF7TPCap9qQM7HJs6,Student,Computer Engineering,1234568032,4CE2
24DCE148,dce148,24dce148@gmail.com,$2a$10$FroFPlPM.W5BztJ.EWIK3eQDotMYZQbfipclNDwispD.cmRpAqHOi,Student,Computer Engineering,1234568033,4CE2
24DCE149,dce149,24dce149@gmail.com,$2a$10$iRQmdsBa5PkcIMIood0do.ccORm7JPjXvvWSjTZPm8ZZJgCa/iBW.,Student,Computer Engineering,1234568034,4CE2
